r,is_click,group
0.00039,0,"(0.0003333, 0.0006667]"
0.00033,0,"(-0.001, 0.0003333]"
0.00038,0,"(0.0003333, 0.0006667]"
0.0006,0,"(0.0003333, 0.0006667]"
0.00012,0,"(-0.001, 0.0003333]"
0.00083,0,"(0.0006667, 0.001]"
0.00048,0,"(0.0003333, 0.0006667]"
0.00181,0,"(0.001667, 0.002]"
0.00033,0,"(-0.001, 0.0003333]"
0.0004,0,"(0.0003333, 0.0006667]"
0.00036,0,"(0.0003333, 0.0006667]"
0.00033,0,"(-0.001, 0.0003333]"
0.00022,0,"(-0.001, 0.0003333]"
0.00039,0,"(0.0003333, 0.0006667]"
0.00031,0,"(-0.001, 0.0003333]"
0.00033,0,"(-0.001, 0.0003333]"
0.00039,0,"(0.0003333, 0.0006667]"
0.00033,0,"(-0.001, 0.0003333]"
0.00032,0,"(-0.001, 0.0003333]"
0.0004,0,"(0.0003333, 0.0006667]"
0.00122,0,"(0.001, 0.001333]"
0.00033,0,"(-0.001, 0.0003333]"
0.00048,0,"(0.0003333, 0.0006667]"
0.00085,0,"(0.0006667, 0.001]"
0.00033,0,"(-0.001, 0.0003333]"
0.00033,0,"(-0.001, 0.0003333]"
0.00033,0,"(-0.001, 0.0003333]"
0.0008,0,"(0.0006667, 0.001]"
0.0021,0,"(0.002, 0.002333]"
0.00084,0,"(0.0006667, 0.001]"
0.00039,0,"(0.0003333, 0.0006667]"
0.00033,0,"(-0.001, 0.0003333]"
0.00027,0,"(-0.001, 0.0003333]"
0.00033,0,"(-0.001, 0.0003333]"
0.00039,0,"(0.0003333, 0.0006667]"
0.00083,0,"(0.0006667, 0.001]"
0.00033,0,"(-0.001, 0.0003333]"
0.00045,0,"(0.0003333, 0.0006667]"
0.00033,0,"(-0.001, 0.0003333]"
0.00023,0,"(-0.001, 0.0003333]"
0.00023,0,"(-0.001, 0.0003333]"
0.00139,0,"(0.001333, 0.001667]"
0.00039,0,"(0.0003333, 0.0006667]"
0.00034,0,"(0.0003333, 0.0006667]"
0.00039,0,"(0.0003333, 0.0006667]"
0.00019,0,"(-0.001, 0.0003333]"
0.00039,0,"(0.0003333, 0.0006667]"
0.00024,0,"(-0.001, 0.0003333]"
0.00039,0,"(0.0003333, 0.0006667]"
0.0002,0,"(-0.001, 0.0003333]"
0.00038,0,"(0.0003333, 0.0006667]"
0.00083,0,"(0.0006667, 0.001]"
0.00048,0,"(0.0003333, 0.0006667]"
0.00024,0,"(-0.001, 0.0003333]"
0.00071,0,"(0.0006667, 0.001]"
0.00033,0,"(-0.001, 0.0003333]"
0.00039,0,"(0.0003333, 0.0006667]"
0.00045,0,"(0.0003333, 0.0006667]"
0.00038,0,"(0.0003333, 0.0006667]"
0.00038,0,"(0.0003333, 0.0006667]"
0.00083,0,"(0.0006667, 0.001]"
0.00042,0,"(0.0003333, 0.0006667]"
0.00175,0,"(0.001667, 0.002]"
9e-05,0,"(-0.001, 0.0003333]"
0.00239,0,"(0.002333, 0.002667]"
0.00019,0,"(-0.001, 0.0003333]"
0.00023,0,"(-0.001, 0.0003333]"
0.00031,0,"(-0.001, 0.0003333]"
0.0011,0,"(0.001, 0.001333]"
0.00089,0,"(0.0006667, 0.001]"
0.0001,0,"(-0.001, 0.0003333]"
0.00039,0,"(0.0003333, 0.0006667]"
0.00051,0,"(0.0003333, 0.0006667]"
0.00181,0,"(0.001667, 0.002]"
0.00039,0,"(0.0003333, 0.0006667]"
0.00082,0,"(0.0006667, 0.001]"
0.00148,0,"(0.001333, 0.001667]"
0.00016,0,"(-0.001, 0.0003333]"
0.00033,0,"(-0.001, 0.0003333]"
0.00088,0,"(0.0006667, 0.001]"
0.00033,0,"(-0.001, 0.0003333]"
0.00033,0,"(-0.001, 0.0003333]"
0.00019,0,"(-0.001, 0.0003333]"
0.00039,0,"(0.0003333, 0.0006667]"
0.00045,0,"(0.0003333, 0.0006667]"
0.00033,0,"(-0.001, 0.0003333]"
0.00039,0,"(0.0003333, 0.0006667]"
0.00039,0,"(0.0003333, 0.0006667]"
0.00034,0,"(0.0003333, 0.0006667]"
0.00048,0,"(0.0003333, 0.0006667]"
0.00033,0,"(-0.001, 0.0003333]"
0.00033,0,"(-0.001, 0.0003333]"
0.0003,0,"(-0.001, 0.0003333]"
0.00036,0,"(0.0003333, 0.0006667]"
0.00039,0,"(0.0003333, 0.0006667]"
0.0003,0,"(-0.001, 0.0003333]"
0.00083,0,"(0.0006667, 0.001]"
0.0006,0,"(0.0003333, 0.0006667]"
0.00039,0,"(0.0003333, 0.0006667]"
0.00333,0,"(0.003, 0.003333]"
0.00033,0,"(-0.001, 0.0003333]"
0.00039,0,"(0.0003333, 0.0006667]"
0.00039,0,"(0.0003333, 0.0006667]"
0.00042,0,"(0.0003333, 0.0006667]"
0.00248,0,"(0.002333, 0.002667]"
0.00048,0,"(0.0003333, 0.0006667]"
0.00033,0,"(-0.001, 0.0003333]"
0.00104,0,"(0.001, 0.001333]"
0.00013,0,"(-0.001, 0.0003333]"
0.00044,0,"(0.0003333, 0.0006667]"
0.00027,0,"(-0.001, 0.0003333]"
0.00024,0,"(-0.001, 0.0003333]"
0.00197,0,"(0.001667, 0.002]"
0.0002,0,"(-0.001, 0.0003333]"
0.0006,0,"(0.0003333, 0.0006667]"
0.00033,0,"(-0.001, 0.0003333]"
7e-05,0,"(-0.001, 0.0003333]"
0.00022,0,"(-0.001, 0.0003333]"
0.00013,0,"(-0.001, 0.0003333]"
0.00025,0,"(-0.001, 0.0003333]"
0.00046,0,"(0.0003333, 0.0006667]"
0.00039,0,"(0.0003333, 0.0006667]"
0.00025,0,"(-0.001, 0.0003333]"
0.00039,0,"(0.0003333, 0.0006667]"
0.00032,0,"(-0.001, 0.0003333]"
0.00358,0,"(0.003333, 0.003667]"
0.00084,0,"(0.0006667, 0.001]"
0.00048,0,"(0.0003333, 0.0006667]"
0.00033,0,"(-0.001, 0.0003333]"
0.00023,0,"(-0.001, 0.0003333]"
0.0006,0,"(0.0003333, 0.0006667]"
0.0012,0,"(0.001, 0.001333]"
0.00013,0,"(-0.001, 0.0003333]"
0.00024,0,"(-0.001, 0.0003333]"
0.00033,0,"(-0.001, 0.0003333]"
0.00024,0,"(-0.001, 0.0003333]"
0.00039,0,"(0.0003333, 0.0006667]"
0.00045,0,"(0.0003333, 0.0006667]"
0.00082,0,"(0.0006667, 0.001]"
0.00083,0,"(0.0006667, 0.001]"
0.0001,0,"(-0.001, 0.0003333]"
0.00014,0,"(-0.001, 0.0003333]"
0.00031,0,"(-0.001, 0.0003333]"
0.00056,0,"(0.0003333, 0.0006667]"
0.00039,0,"(0.0003333, 0.0006667]"
0.00039,0,"(0.0003333, 0.0006667]"
0.00033,0,"(-0.001, 0.0003333]"
0.00062,0,"(0.0003333, 0.0006667]"
0.00033,0,"(-0.001, 0.0003333]"
0.00038,0,"(0.0003333, 0.0006667]"
0.00033,0,"(-0.001, 0.0003333]"
0.00033,0,"(-0.001, 0.0003333]"
0.00039,0,"(0.0003333, 0.0006667]"
0.00181,0,"(0.001667, 0.002]"
0.00037,0,"(0.0003333, 0.0006667]"
0.0003,0,"(-0.001, 0.0003333]"
0.00024,0,"(-0.001, 0.0003333]"
0.00048,0,"(0.0003333, 0.0006667]"
0.00048,0,"(0.0003333, 0.0006667]"
0.00033,0,"(-0.001, 0.0003333]"
0.00039,0,"(0.0003333, 0.0006667]"
0.00045,0,"(0.0003333, 0.0006667]"
0.00043,0,"(0.0003333, 0.0006667]"
0.00048,0,"(0.0003333, 0.0006667]"
0.00071,0,"(0.0006667, 0.001]"
0.00083,0,"(0.0006667, 0.001]"
0.00033,0,"(-0.001, 0.0003333]"
0.00032,0,"(-0.001, 0.0003333]"
0.00032,0,"(-0.001, 0.0003333]"
0.00046,0,"(0.0003333, 0.0006667]"
0.00083,0,"(0.0006667, 0.001]"
0.0002,0,"(-0.001, 0.0003333]"
0.00038,0,"(0.0003333, 0.0006667]"
0.00026,0,"(-0.001, 0.0003333]"
0.00033,0,"(-0.001, 0.0003333]"
0.00048,0,"(0.0003333, 0.0006667]"
0.00033,0,"(-0.001, 0.0003333]"
0.00077,0,"(0.0006667, 0.001]"
0.00092,0,"(0.0006667, 0.001]"
0.00033,0,"(-0.001, 0.0003333]"
0.00033,0,"(-0.001, 0.0003333]"
0.00044,0,"(0.0003333, 0.0006667]"
0.00045,0,"(0.0003333, 0.0006667]"
0.00012,0,"(-0.001, 0.0003333]"
0.0003,0,"(-0.001, 0.0003333]"
0.00033,0,"(-0.001, 0.0003333]"
0.0033,0,"(0.003, 0.003333]"
0.00104,0,"(0.001, 0.001333]"
0.00015,0,"(-0.001, 0.0003333]"
0.00033,0,"(-0.001, 0.0003333]"
0.00033,0,"(-0.001, 0.0003333]"
0.00033,0,"(-0.001, 0.0003333]"
0.00033,0,"(-0.001, 0.0003333]"
0.00045,0,"(0.0003333, 0.0006667]"
0.00032,0,"(-0.001, 0.0003333]"
0.00046,0,"(0.0003333, 0.0006667]"
0.0002,0,"(-0.001, 0.0003333]"
0.00027,0,"(-0.001, 0.0003333]"
0.00039,0,"(0.0003333, 0.0006667]"
0.0007,0,"(0.0006667, 0.001]"
0.00033,0,"(-0.001, 0.0003333]"
0.00036,0,"(0.0003333, 0.0006667]"
0.00039,0,"(0.0003333, 0.0006667]"
0.00033,0,"(-0.001, 0.0003333]"
0.00075,0,"(0.0006667, 0.001]"
0.00039,0,"(0.0003333, 0.0006667]"
0.00041,0,"(0.0003333, 0.0006667]"
0.00033,0,"(-0.001, 0.0003333]"
0.00033,0,"(-0.001, 0.0003333]"
0.00033,0,"(-0.001, 0.0003333]"
0.00039,0,"(0.0003333, 0.0006667]"
0.00091,0,"(0.0006667, 0.001]"
0.00033,0,"(-0.001, 0.0003333]"
0.00039,0,"(0.0003333, 0.0006667]"
0.00045,0,"(0.0003333, 0.0006667]"
0.00028,0,"(-0.001, 0.0003333]"
9e-05,0,"(-0.001, 0.0003333]"
0.00039,0,"(0.0003333, 0.0006667]"
0.00032,0,"(-0.001, 0.0003333]"
0.00039,0,"(0.0003333, 0.0006667]"
0.00033,0,"(-0.001, 0.0003333]"
0.00083,0,"(0.0006667, 0.001]"
0.00024,0,"(-0.001, 0.0003333]"
0.0002,0,"(-0.001, 0.0003333]"
0.00033,0,"(-0.001, 0.0003333]"
0.00032,0,"(-0.001, 0.0003333]"
0.0021,0,"(0.002, 0.002333]"
0.0001,0,"(-0.001, 0.0003333]"
0.00064,0,"(0.0003333, 0.0006667]"
0.00017,0,"(-0.001, 0.0003333]"
0.00032,0,"(-0.001, 0.0003333]"
0.00024,0,"(-0.001, 0.0003333]"
0.00031,0,"(-0.001, 0.0003333]"
0.00039,0,"(0.0003333, 0.0006667]"
0.00033,0,"(-0.001, 0.0003333]"
0.00024,0,"(-0.001, 0.0003333]"
0.00039,0,"(0.0003333, 0.0006667]"
0.00039,0,"(0.0003333, 0.0006667]"
0.00014,0,"(-0.001, 0.0003333]"
0.00101,0,"(0.001, 0.001333]"
0.0013,0,"(0.001, 0.001333]"
0.00169,0,"(0.001667, 0.002]"
0.00109,0,"(0.001, 0.001333]"
0.00021,0,"(-0.001, 0.0003333]"
0.00075,0,"(0.0006667, 0.001]"
0.00022,0,"(-0.001, 0.0003333]"
0.00039,0,"(0.0003333, 0.0006667]"
0.00033,0,"(-0.001, 0.0003333]"
0.00074,0,"(0.0006667, 0.001]"
0.00039,0,"(0.0003333, 0.0006667]"
0.00011,0,"(-0.001, 0.0003333]"
0.00039,0,"(0.0003333, 0.0006667]"
0.00048,0,"(0.0003333, 0.0006667]"
0.00033,0,"(-0.001, 0.0003333]"
0.00232,0,"(0.002, 0.002333]"
0.00033,0,"(-0.001, 0.0003333]"
0.0033,0,"(0.003, 0.003333]"
0.00021,0,"(-0.001, 0.0003333]"
0.00021,0,"(-0.001, 0.0003333]"
0.00039,0,"(0.0003333, 0.0006667]"
0.00341,0,"(0.003333, 0.003667]"
8e-05,0,"(-0.001, 0.0003333]"
0.00038,0,"(0.0003333, 0.0006667]"
0.00039,0,"(0.0003333, 0.0006667]"
0.00039,0,"(0.0003333, 0.0006667]"
0.00039,0,"(0.0003333, 0.0006667]"
0.00033,0,"(-0.001, 0.0003333]"
0.00014,0,"(-0.001, 0.0003333]"
0.00033,0,"(-0.001, 0.0003333]"
0.00039,0,"(0.0003333, 0.0006667]"
0.00039,0,"(0.0003333, 0.0006667]"
0.00022,0,"(-0.001, 0.0003333]"
0.00039,0,"(0.0003333, 0.0006667]"
0.00048,0,"(0.0003333, 0.0006667]"
0.00033,0,"(-0.001, 0.0003333]"
0.00015,0,"(-0.001, 0.0003333]"
0.00048,0,"(0.0003333, 0.0006667]"
0.00016,0,"(-0.001, 0.0003333]"
0.00048,0,"(0.0003333, 0.0006667]"
0.00039,0,"(0.0003333, 0.0006667]"
0.00039,0,"(0.0003333, 0.0006667]"
0.0006,0,"(0.0003333, 0.0006667]"
0.0004,0,"(0.0003333, 0.0006667]"
0.00078,0,"(0.0006667, 0.001]"
0.0006,0,"(0.0003333, 0.0006667]"
0.00048,0,"(0.0003333, 0.0006667]"
0.00039,0,"(0.0003333, 0.0006667]"
0.0006,0,"(0.0003333, 0.0006667]"
0.00083,0,"(0.0006667, 0.001]"
0.0008,0,"(0.0006667, 0.001]"
0.00048,0,"(0.0003333, 0.0006667]"
0.00048,0,"(0.0003333, 0.0006667]"
0.00033,0,"(-0.001, 0.0003333]"
0.00039,0,"(0.0003333, 0.0006667]"
0.00039,0,"(0.0003333, 0.0006667]"
0.00045,0,"(0.0003333, 0.0006667]"
0.00033,0,"(-0.001, 0.0003333]"
0.00146,0,"(0.001333, 0.001667]"
0.00013,0,"(-0.001, 0.0003333]"
0.00033,0,"(-0.001, 0.0003333]"
0.00033,0,"(-0.001, 0.0003333]"
9e-05,0,"(-0.001, 0.0003333]"
0.0006,0,"(0.0003333, 0.0006667]"
0.00104,0,"(0.001, 0.001333]"
0.00032,0,"(-0.001, 0.0003333]"
0.00045,0,"(0.0003333, 0.0006667]"
0.00048,0,"(0.0003333, 0.0006667]"
0.00039,0,"(0.0003333, 0.0006667]"
0.00083,0,"(0.0006667, 0.001]"
0.00032,0,"(-0.001, 0.0003333]"
0.00046,0,"(0.0003333, 0.0006667]"
0.00031,0,"(-0.001, 0.0003333]"
0.00033,0,"(-0.001, 0.0003333]"
0.00033,0,"(-0.001, 0.0003333]"
0.00033,0,"(-0.001, 0.0003333]"
0.00077,0,"(0.0006667, 0.001]"
0.00024,0,"(-0.001, 0.0003333]"
0.00084,0,"(0.0006667, 0.001]"
0.00039,0,"(0.0003333, 0.0006667]"
0.00012,0,"(-0.001, 0.0003333]"
0.00033,0,"(-0.001, 0.0003333]"
0.00033,0,"(-0.001, 0.0003333]"
0.00033,0,"(-0.001, 0.0003333]"
0.00033,0,"(-0.001, 0.0003333]"
0.00033,0,"(-0.001, 0.0003333]"
0.00033,0,"(-0.001, 0.0003333]"
0.0007,0,"(0.0006667, 0.001]"
0.00033,0,"(-0.001, 0.0003333]"
0.00033,0,"(-0.001, 0.0003333]"
0.00024,0,"(-0.001, 0.0003333]"
0.00033,0,"(-0.001, 0.0003333]"
0.00083,0,"(0.0006667, 0.001]"
0.00039,0,"(0.0003333, 0.0006667]"
0.00078,0,"(0.0006667, 0.001]"
0.00033,0,"(-0.001, 0.0003333]"
0.0002,0,"(-0.001, 0.0003333]"
0.00039,0,"(0.0003333, 0.0006667]"
0.00028,0,"(-0.001, 0.0003333]"
0.00038,0,"(0.0003333, 0.0006667]"
0.00028,0,"(-0.001, 0.0003333]"
0.00045,0,"(0.0003333, 0.0006667]"
0.00125,1,"(0.001, 0.001333]"
0.00083,0,"(0.0006667, 0.001]"
0.00041,0,"(0.0003333, 0.0006667]"
0.00049,0,"(0.0003333, 0.0006667]"
0.00048,0,"(0.0003333, 0.0006667]"
0.00112,0,"(0.001, 0.001333]"
0.00033,0,"(-0.001, 0.0003333]"
0.0006,0,"(0.0003333, 0.0006667]"
0.00038,0,"(0.0003333, 0.0006667]"
0.00083,0,"(0.0006667, 0.001]"
0.00039,0,"(0.0003333, 0.0006667]"
0.00033,0,"(-0.001, 0.0003333]"
0.00045,0,"(0.0003333, 0.0006667]"
0.00021,0,"(-0.001, 0.0003333]"
0.00025,0,"(-0.001, 0.0003333]"
0.00022,0,"(-0.001, 0.0003333]"
0.00033,0,"(-0.001, 0.0003333]"
0.00048,0,"(0.0003333, 0.0006667]"
0.00013,0,"(-0.001, 0.0003333]"
0.00039,0,"(0.0003333, 0.0006667]"
0.00013,0,"(-0.001, 0.0003333]"
0.00343,0,"(0.003333, 0.003667]"
0.00075,0,"(0.0006667, 0.001]"
0.00032,0,"(-0.001, 0.0003333]"
0.00045,0,"(0.0003333, 0.0006667]"
0.00022,0,"(-0.001, 0.0003333]"
0.00055,0,"(0.0003333, 0.0006667]"
0.00039,0,"(0.0003333, 0.0006667]"
0.00033,0,"(-0.001, 0.0003333]"
0.00039,0,"(0.0003333, 0.0006667]"
0.00033,0,"(-0.001, 0.0003333]"
0.00013,0,"(-0.001, 0.0003333]"
0.00039,0,"(0.0003333, 0.0006667]"
0.00104,0,"(0.001, 0.001333]"
0.00091,0,"(0.0006667, 0.001]"
0.00083,0,"(0.0006667, 0.001]"
0.00033,0,"(-0.001, 0.0003333]"
0.00021,0,"(-0.001, 0.0003333]"
0.00239,0,"(0.002333, 0.002667]"
0.00038,0,"(0.0003333, 0.0006667]"
0.00034,0,"(0.0003333, 0.0006667]"
0.00033,0,"(-0.001, 0.0003333]"
0.00033,0,"(-0.001, 0.0003333]"
0.00014,0,"(-0.001, 0.0003333]"
0.00039,0,"(0.0003333, 0.0006667]"
0.00048,0,"(0.0003333, 0.0006667]"
0.00032,0,"(-0.001, 0.0003333]"
0.00039,0,"(0.0003333, 0.0006667]"
0.00022,0,"(-0.001, 0.0003333]"
0.00021,0,"(-0.001, 0.0003333]"
0.00132,0,"(0.001, 0.001333]"
0.00045,0,"(0.0003333, 0.0006667]"
0.00048,0,"(0.0003333, 0.0006667]"
0.00033,0,"(-0.001, 0.0003333]"
0.00039,0,"(0.0003333, 0.0006667]"
0.00033,0,"(-0.001, 0.0003333]"
0.00033,0,"(-0.001, 0.0003333]"
0.00033,0,"(-0.001, 0.0003333]"
0.00012,0,"(-0.001, 0.0003333]"
0.00037,0,"(0.0003333, 0.0006667]"
0.0002,0,"(-0.001, 0.0003333]"
0.00033,0,"(-0.001, 0.0003333]"
0.0002,0,"(-0.001, 0.0003333]"
0.00038,0,"(0.0003333, 0.0006667]"
0.00036,0,"(0.0003333, 0.0006667]"
0.00064,0,"(0.0003333, 0.0006667]"
0.00024,0,"(-0.001, 0.0003333]"
0.00039,0,"(0.0003333, 0.0006667]"
0.00032,0,"(-0.001, 0.0003333]"
0.00039,0,"(0.0003333, 0.0006667]"
0.00044,0,"(0.0003333, 0.0006667]"
0.00033,0,"(-0.001, 0.0003333]"
9e-05,0,"(-0.001, 0.0003333]"
0.0008,0,"(0.0006667, 0.001]"
0.00031,0,"(-0.001, 0.0003333]"
0.00032,0,"(-0.001, 0.0003333]"
0.00081,0,"(0.0006667, 0.001]"
0.00083,0,"(0.0006667, 0.001]"
0.00031,0,"(-0.001, 0.0003333]"
0.00032,0,"(-0.001, 0.0003333]"
0.00073,0,"(0.0006667, 0.001]"
0.00023,0,"(-0.001, 0.0003333]"
0.00011,0,"(-0.001, 0.0003333]"
0.00083,0,"(0.0006667, 0.001]"
0.00031,0,"(-0.001, 0.0003333]"
0.0002,0,"(-0.001, 0.0003333]"
0.00023,0,"(-0.001, 0.0003333]"
0.00039,0,"(0.0003333, 0.0006667]"
0.00039,0,"(0.0003333, 0.0006667]"
0.00019,0,"(-0.001, 0.0003333]"
0.00038,0,"(0.0003333, 0.0006667]"
0.00033,0,"(-0.001, 0.0003333]"
0.00033,0,"(-0.001, 0.0003333]"
0.00083,0,"(0.0006667, 0.001]"
0.00024,0,"(-0.001, 0.0003333]"
0.00083,0,"(0.0006667, 0.001]"
4e-05,0,"(-0.001, 0.0003333]"
0.00048,0,"(0.0003333, 0.0006667]"
0.00033,0,"(-0.001, 0.0003333]"
0.00039,0,"(0.0003333, 0.0006667]"
0.00039,0,"(0.0003333, 0.0006667]"
0.00018,0,"(-0.001, 0.0003333]"
0.00033,0,"(-0.001, 0.0003333]"
0.00039,0,"(0.0003333, 0.0006667]"
0.00083,0,"(0.0006667, 0.001]"
0.00033,0,"(-0.001, 0.0003333]"
0.00023,0,"(-0.001, 0.0003333]"
0.00022,0,"(-0.001, 0.0003333]"
0.00288,0,"(0.002667, 0.003]"
0.00036,0,"(0.0003333, 0.0006667]"
0.00033,0,"(-0.001, 0.0003333]"
0.00039,0,"(0.0003333, 0.0006667]"
0.00033,0,"(-0.001, 0.0003333]"
0.00033,0,"(-0.001, 0.0003333]"
0.00075,0,"(0.0006667, 0.001]"
0.0021,0,"(0.002, 0.002333]"
0.00011,0,"(-0.001, 0.0003333]"
0.00024,0,"(-0.001, 0.0003333]"
0.00039,0,"(0.0003333, 0.0006667]"
0.00048,0,"(0.0003333, 0.0006667]"
0.00033,0,"(-0.001, 0.0003333]"
0.00032,0,"(-0.001, 0.0003333]"
0.00104,0,"(0.001, 0.001333]"
0.00023,0,"(-0.001, 0.0003333]"
0.00033,0,"(-0.001, 0.0003333]"
0.00012,0,"(-0.001, 0.0003333]"
0.00038,0,"(0.0003333, 0.0006667]"
0.00039,0,"(0.0003333, 0.0006667]"
0.00039,0,"(0.0003333, 0.0006667]"
0.00039,0,"(0.0003333, 0.0006667]"
0.00083,0,"(0.0006667, 0.001]"
0.00039,0,"(0.0003333, 0.0006667]"
0.00033,0,"(-0.001, 0.0003333]"
0.00037,0,"(0.0003333, 0.0006667]"
0.00074,0,"(0.0006667, 0.001]"
0.00133,0,"(0.001, 0.001333]"
0.00046,0,"(0.0003333, 0.0006667]"
0.0008,0,"(0.0006667, 0.001]"
0.00039,0,"(0.0003333, 0.0006667]"
0.00083,0,"(0.0006667, 0.001]"
0.00033,0,"(-0.001, 0.0003333]"
0.00041,0,"(0.0003333, 0.0006667]"
0.00033,0,"(-0.001, 0.0003333]"
0.0001,0,"(-0.001, 0.0003333]"
0.00033,0,"(-0.001, 0.0003333]"
0.00033,0,"(-0.001, 0.0003333]"
0.00056,0,"(0.0003333, 0.0006667]"
0.00039,0,"(0.0003333, 0.0006667]"
0.00011,0,"(-0.001, 0.0003333]"
0.00044,0,"(0.0003333, 0.0006667]"
0.00033,0,"(-0.001, 0.0003333]"
0.00048,0,"(0.0003333, 0.0006667]"
0.00032,0,"(-0.001, 0.0003333]"
0.00039,0,"(0.0003333, 0.0006667]"
0.00032,0,"(-0.001, 0.0003333]"
0.00039,0,"(0.0003333, 0.0006667]"
0.0003,0,"(-0.001, 0.0003333]"
0.0008,0,"(0.0006667, 0.001]"
0.00081,0,"(0.0006667, 0.001]"
0.00038,0,"(0.0003333, 0.0006667]"
0.00039,0,"(0.0003333, 0.0006667]"
0.00039,0,"(0.0003333, 0.0006667]"
0.00073,0,"(0.0006667, 0.001]"
0.0002,0,"(-0.001, 0.0003333]"
0.00038,0,"(0.0003333, 0.0006667]"
0.00074,0,"(0.0006667, 0.001]"
0.00028,0,"(-0.001, 0.0003333]"
0.00038,0,"(0.0003333, 0.0006667]"
0.00033,0,"(-0.001, 0.0003333]"
0.00049,0,"(0.0003333, 0.0006667]"
0.00097,0,"(0.0006667, 0.001]"
0.00021,0,"(-0.001, 0.0003333]"
0.00075,0,"(0.0006667, 0.001]"
0.00038,0,"(0.0003333, 0.0006667]"
0.00031,0,"(-0.001, 0.0003333]"
0.00033,0,"(-0.001, 0.0003333]"
0.00022,0,"(-0.001, 0.0003333]"
0.00021,0,"(-0.001, 0.0003333]"
0.00046,0,"(0.0003333, 0.0006667]"
0.00023,0,"(-0.001, 0.0003333]"
0.00037,0,"(0.0003333, 0.0006667]"
0.00033,0,"(-0.001, 0.0003333]"
0.00033,0,"(-0.001, 0.0003333]"
0.00024,0,"(-0.001, 0.0003333]"
0.00039,0,"(0.0003333, 0.0006667]"
0.00067,0,"(0.0006667, 0.001]"
0.00021,0,"(-0.001, 0.0003333]"
0.00033,0,"(-0.001, 0.0003333]"
0.00033,0,"(-0.001, 0.0003333]"
0.00023,0,"(-0.001, 0.0003333]"
0.00033,0,"(-0.001, 0.0003333]"
0.00032,0,"(-0.001, 0.0003333]"
0.00033,0,"(-0.001, 0.0003333]"
0.00039,0,"(0.0003333, 0.0006667]"
0.00076,0,"(0.0006667, 0.001]"
0.00013,0,"(-0.001, 0.0003333]"
0.00069,0,"(0.0006667, 0.001]"
0.00016,0,"(-0.001, 0.0003333]"
0.00033,0,"(-0.001, 0.0003333]"
9e-05,0,"(-0.001, 0.0003333]"
0.00033,0,"(-0.001, 0.0003333]"
0.00028,0,"(-0.001, 0.0003333]"
0.00096,0,"(0.0006667, 0.001]"
0.00034,0,"(0.0003333, 0.0006667]"
0.00056,0,"(0.0003333, 0.0006667]"
0.00033,0,"(-0.001, 0.0003333]"
0.00033,0,"(-0.001, 0.0003333]"
0.00038,0,"(0.0003333, 0.0006667]"
9e-05,0,"(-0.001, 0.0003333]"
0.0001,0,"(-0.001, 0.0003333]"
0.00033,0,"(-0.001, 0.0003333]"
0.00033,0,"(-0.001, 0.0003333]"
0.00038,0,"(0.0003333, 0.0006667]"
0.00011,0,"(-0.001, 0.0003333]"
0.00112,0,"(0.001, 0.001333]"
0.00033,0,"(-0.001, 0.0003333]"
0.00019,0,"(-0.001, 0.0003333]"
0.00077,0,"(0.0006667, 0.001]"
0.00013,0,"(-0.001, 0.0003333]"
0.00021,0,"(-0.001, 0.0003333]"
0.00033,0,"(-0.001, 0.0003333]"
0.00012,0,"(-0.001, 0.0003333]"
0.0006,0,"(0.0003333, 0.0006667]"
0.00385,0,"(0.003667, 0.004]"
0.00038,0,"(0.0003333, 0.0006667]"
0.00032,0,"(-0.001, 0.0003333]"
0.00046,0,"(0.0003333, 0.0006667]"
0.00033,0,"(-0.001, 0.0003333]"
0.00295,0,"(0.002667, 0.003]"
0.00012,0,"(-0.001, 0.0003333]"
0.00022,0,"(-0.001, 0.0003333]"
0.0004,0,"(0.0003333, 0.0006667]"
0.00019,0,"(-0.001, 0.0003333]"
0.0002,0,"(-0.001, 0.0003333]"
0.00299,0,"(0.002667, 0.003]"
0.00023,0,"(-0.001, 0.0003333]"
0.00032,0,"(-0.001, 0.0003333]"
0.00031,0,"(-0.001, 0.0003333]"
0.00043,0,"(0.0003333, 0.0006667]"
0.00039,0,"(0.0003333, 0.0006667]"
0.00019,0,"(-0.001, 0.0003333]"
0.00024,0,"(-0.001, 0.0003333]"
0.00033,0,"(-0.001, 0.0003333]"
0.0006,0,"(0.0003333, 0.0006667]"
0.00037,0,"(0.0003333, 0.0006667]"
0.00039,0,"(0.0003333, 0.0006667]"
0.0006,0,"(0.0003333, 0.0006667]"
0.00033,0,"(-0.001, 0.0003333]"
0.00033,0,"(-0.001, 0.0003333]"
0.00033,0,"(-0.001, 0.0003333]"
0.00083,0,"(0.0006667, 0.001]"
0.00109,0,"(0.001, 0.001333]"
0.00101,0,"(0.001, 0.001333]"
0.00023,0,"(-0.001, 0.0003333]"
0.00017,0,"(-0.001, 0.0003333]"
0.00039,0,"(0.0003333, 0.0006667]"
0.00082,0,"(0.0006667, 0.001]"
0.00033,0,"(-0.001, 0.0003333]"
0.00048,0,"(0.0003333, 0.0006667]"
0.00079,0,"(0.0006667, 0.001]"
0.00045,0,"(0.0003333, 0.0006667]"
0.0002,0,"(-0.001, 0.0003333]"
0.00032,0,"(-0.001, 0.0003333]"
0.00126,0,"(0.001, 0.001333]"
